127.0.0.1 - - [14/Jun/2024:09:48:46 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [14/Jun/2024:09:48:47 +0900] "GET /BackEndProject/jsp4/insert.jsp HTTP/1.1" 200 350
0:0:0:0:0:0:0:1 - - [14/Jun/2024:09:48:47 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [14/Jun/2024:09:48:56 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=1&name=%EA%B9%80%EA%B8%B8%EB%8F%99 HTTP/1.1" 500 4181
0:0:0:0:0:0:0:1 - - [14/Jun/2024:09:49:24 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=1&name=%EA%B9%80%EA%B8%B8%EB%8F%99 HTTP/1.1" 500 4171
0:0:0:0:0:0:0:1 - - [14/Jun/2024:09:50:42 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=1&name=%EA%B9%80%EA%B8%B8%EB%8F%99 HTTP/1.1" 500 4193
0:0:0:0:0:0:0:1 - - [14/Jun/2024:09:51:13 +0900] "GET /BackEndProject/jsp4/insert.jsp HTTP/1.1" 200 350
0:0:0:0:0:0:0:1 - - [14/Jun/2024:09:51:17 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=1&name=%EA%B9%80%EA%B8%B8%EB%8F%99 HTTP/1.1" 200 333
0:0:0:0:0:0:0:1 - - [14/Jun/2024:10:39:15 +0900] "GET /BackEndProject/jsp3/cookieExample1.jsp HTTP/1.1" 200 501
0:0:0:0:0:0:0:1 - - [14/Jun/2024:10:39:21 +0900] "GET /BackEndProject/jsp3/cookieExample2.jsp?language=english HTTP/1.1" 200 358
0:0:0:0:0:0:0:1 - - [14/Jun/2024:10:39:24 +0900] "GET /BackEndProject/jsp3/cookieExample1.jsp HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [14/Jun/2024:10:48:48 +0900] "GET /BackEndProject/jsp4/update.jsp HTTP/1.1" 200 424
0:0:0:0:0:0:0:1 - - [14/Jun/2024:10:48:57 +0900] "GET /BackEndProject/jsp4/updatePro.jsp?num=1&name=%EC%9A%B0%EB%B3%91%EC%84%AD HTTP/1.1" 500 2686
0:0:0:0:0:0:0:1 - - [14/Jun/2024:10:49:14 +0900] "GET /BackEndProject/jsp4/updatePro.jsp?num=1&name=%EC%9A%B0%EB%B3%91%EC%84%AD HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [14/Jun/2024:10:49:59 +0900] "GET /BackEndProject/jsp4/updatePro.jsp?num=1&name=%EC%9A%B0%EB%B3%91%EC%84%AD HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [14/Jun/2024:10:57:33 +0900] "GET /BackEndProject/jsp4/insert.jsp HTTP/1.1" 200 350
0:0:0:0:0:0:0:1 - - [14/Jun/2024:10:57:41 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=2&name=%EC%9D%B4%EB%B2%88%EC%9D%B4 HTTP/1.1" 200 333
0:0:0:0:0:0:0:1 - - [14/Jun/2024:10:57:48 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=3&name=%EC%82%BC%EB%B2%88%EC%9D%B4 HTTP/1.1" 200 333
0:0:0:0:0:0:0:1 - - [14/Jun/2024:10:57:59 +0900] "GET /BackEndProject/jsp4/update.jsp HTTP/1.1" 200 424
0:0:0:0:0:0:0:1 - - [14/Jun/2024:11:41:21 +0900] "GET /BackEndProject/jsp4/delete.jsp HTTP/1.1" 200 444
0:0:0:0:0:0:0:1 - - [14/Jun/2024:11:41:27 +0900] "GET /BackEndProject/jsp4/deletePro.jsp?num=2&name=%EC%9D%B4%EB%B2%88%EC%9D%B4 HTTP/1.1" 500 3641
0:0:0:0:0:0:0:1 - - [14/Jun/2024:11:42:23 +0900] "GET /BackEndProject/jsp4/deletePro.jsp?num=2&name=%EC%9D%B4%EB%B2%88%EC%9D%B4 HTTP/1.1" 200 294
0:0:0:0:0:0:0:1 - - [14/Jun/2024:11:45:22 +0900] "GET /BackEndProject/jsp4/updatePro.jsp?num=3&name=%EB%A6%AC%EB%88%85%EC%8A%A4 HTTP/1.1" 200 341
0:0:0:0:0:0:0:1 - - [14/Jun/2024:11:46:03 +0900] "GET /BackEndProject/jsp4/insert.jsp HTTP/1.1" 200 350
0:0:0:0:0:0:0:1 - - [14/Jun/2024:11:47:02 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=2&name=%EB%A7%81%ED%81%AC HTTP/1.1" 200 329
0:0:0:0:0:0:0:1 - - [14/Jun/2024:11:47:14 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=4&name=%EC%8B%AC%EC%8B%AC%EC%9D%B4 HTTP/1.1" 200 335
0:0:0:0:0:0:0:1 - - [14/Jun/2024:11:47:56 +0900] "GET /BackEndProject/jsp4/delete.jsp HTTP/1.1" 200 444
0:0:0:0:0:0:0:1 - - [14/Jun/2024:11:48:02 +0900] "GET /BackEndProject/jsp4/deletePro.jsp?num=4&name=%EC%8B%AC%EC%8B%AC%EC%9D%B4 HTTP/1.1" 200 294
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:05:06 +0900] "GET /BackEndProject/jsp4/deletePro.jsp?num=3&name= HTTP/1.1" 500 3667
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:10:57 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=4&name=%EC%8B%AC%EC%8B%AC%EC%9D%B4 HTTP/1.1" 500 3938
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:11:10 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=4&name=%EC%8B%AC%EC%8B%AC%EC%9D%B4 HTTP/1.1" 500 3938
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:11:39 +0900] "GET /BackEndProject/jsp4/insert.jsp HTTP/1.1" 200 350
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:11:43 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=4&name=%EC%8B%AC%EC%8B%AC%EC%9D%B4 HTTP/1.1" 500 3938
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:13:15 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=4&name=%EC%8B%AC%EC%8B%AC%EC%9D%B4 HTTP/1.1" 200 335
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:14:16 +0900] "GET /BackEndProject/jsp4/update.jsp HTTP/1.1" 200 424
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:14:20 +0900] "GET /BackEndProject/jsp4/updatePro.jsp?num=4&name=%EA%B9%80%EA%B8%B8%EB%8F%99 HTTP/1.1" 200 341
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:15:42 +0900] "GET /BackEndProject/jsp4/delete.jsp HTTP/1.1" 200 444
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:15:45 +0900] "GET /BackEndProject/jsp4/deletePro.jsp?num=4&name= HTTP/1.1" 200 283
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:16:31 +0900] "GET /BackEndProject/jsp4/deletePro.jsp?num=4&name= HTTP/1.1" 200 283
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:33:10 +0900] "GET /BackEndProject/jsp4/select.jsp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:48:36 +0900] "GET /BackEndProject/jsp4/select.jsp HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:50:06 +0900] "GET /BackEndProject/jsp4/select.jsp HTTP/1.1" 200 363
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:51:50 +0900] "GET /BackEndProject/jsp4/insert.jsp HTTP/1.1" 200 350
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:51:56 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=5&name=dhdhdh HTTP/1.1" 200 274
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:52:36 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=5&name=dhdhdh HTTP/1.1" 200 274
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:54:47 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=5&name=dhdhdh HTTP/1.1" 200 274
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:54:48 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=5&name=dhdhdh HTTP/1.1" 200 274
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:54:48 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=5&name=dhdhdh HTTP/1.1" 200 274
0:0:0:0:0:0:0:1 - - [14/Jun/2024:12:54:50 +0900] "GET /BackEndProject/jsp4/insertPro.jsp?num=5&name=dhdhdh HTTP/1.1" 200 274
